165 165
0 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 42 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 43 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 44 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 45 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 46 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 47 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 48 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 49 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 50 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 51 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 52 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 53 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 54 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 55 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 56 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 57 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 58 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 59 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 60 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 61 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 62 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 63 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 64 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 65 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 66 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 67 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 68 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 69 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 70 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 71 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 72 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 73 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 74 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 75 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 76 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 77 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 78 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 79 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 80 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 81 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 82 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 83 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 84 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 85 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 86 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 87 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 88 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 89 0; 0 0 0; 0 0 0; -415510.2 2315.975 -7204333; -415420.1 2316.047 -7204276
158 90 1; -415420.1 2316.047 -7204276; -415510.2 2315.975 -7204333; -415460.5 2315.267 -7204420; -415415.3 2315.656 -7204392
158 91 1; -415415.3 2315.656 -7204392; -415460.5 2315.267 -7204420; -415460.5 2315.267 -7204420; -415390.5 2315.261 -7204435
158 92 1; -415390.5 2315.261 -7204435; -415460.5 2315.267 -7204420; -415410.6 2314.534 -7204507; -415365.5 2314.896 -7204479
158 93 1; -415365.5 2314.896 -7204479; -415410.6 2314.534 -7204507; -415410.6 2314.534 -7204507; -415340.8 2314.101 -7204523
158 94 1; -415340.8 2314.101 -7204523; -415410.6 2314.534 -7204507; -415361.5 2311.911 -7204595; -415316.3 2312.789 -7204567
158 95 1; -415316.3 2312.789 -7204567; -415361.5 2311.911 -7204595; -415336.8 2310.843 -7204639; -415291.7 2311.826 -7204610
158 96 1; -415291.7 2311.826 -7204610; -415336.8 2310.843 -7204639; -415312.1 2309.775 -7204683; -415266.9 2310.758 -7204654
158 97 1; -415266.9 2310.758 -7204654; -415312.1 2309.775 -7204683; -415286.8 2309.913 -7204726; -415242.2 2310.04 -7204698
158 98 1; -415242.2 2310.04 -7204698; -415286.8 2309.913 -7204726; -415261.4 2310.052 -7204769; -415216.8 2310.178 -7204741
158 99 1; -415216.8 2310.178 -7204741; -415261.4 2310.052 -7204769; -415236.3 2309.547 -7204813; -415192.1 2309.157 -7204785
158 100 1; -415192.1 2309.157 -7204785; -415236.3 2309.547 -7204813; -415211.3 2309.042 -7204856; -415167.1 2308.652 -7204828
158 101 1; -415167.1 2308.652 -7204828; -415211.3 2309.042 -7204856; -415186.4 2308.176 -7204900; -415142.1 2308.092 -7204872
158 102 1; -415142.1 2308.092 -7204872; -415186.4 2308.176 -7204900; -415161.5 2307.31 -7204943; -415117.2 2307.226 -7204916
158 103 1; -415117.2 2307.226 -7204916; -415161.5 2307.31 -7204943; -415136.5 2306.816 -7204987; -415092.4 2306.392 -7204959
158 104 1; -415092.4 2306.392 -7204959; -415136.5 2306.816 -7204987; -415111.4 2306.322 -7205030; -415067.3 2305.898 -7205003
158 105 1; -415067.3 2305.898 -7205003; -415111.4 2306.322 -7205030; -415111.4 2306.322 -7205030; -415042.1 2305.867 -7205046
158 106 1; -415042.1 2305.867 -7205046; -415111.4 2306.322 -7205030; -415060.9 2306.166 -7205117; -414972.7 2305.413 -7205062
158 107 0; -414972.7 2305.413 -7205062; -415060.9 2306.166 -7205117; 0 0 0; 0 0 0
158 108 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 109 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 110 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 111 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 112 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 113 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 114 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 115 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 116 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 117 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 118 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 119 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 120 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 121 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 122 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 123 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 124 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 125 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 126 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 127 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 128 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 129 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 130 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 131 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 132 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 133 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 134 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 135 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 136 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 137 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 138 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 139 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 140 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 141 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 142 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 143 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 144 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 145 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 146 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 147 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 148 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 149 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 150 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 151 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 152 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 153 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 154 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 155 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 156 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 157 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 158 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 159 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 160 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 161 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 162 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 163 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
158 164 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 1 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 2 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 3 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 4 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 5 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 6 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 7 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 8 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 9 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 10 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 11 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 12 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 13 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 14 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 15 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 16 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 17 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 18 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 19 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 20 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 21 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 22 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 23 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 24 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 25 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 26 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 27 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 28 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 29 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 30 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 31 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 32 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 33 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 34 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 35 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 36 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 37 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 38 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 39 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 40 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 41 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 42 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 43 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 44 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 45 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 46 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 47 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 48 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 49 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 50 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 51 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 52 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 53 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 54 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 55 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 56 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 57 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 58 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 59 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 60 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 61 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 62 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 63 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 64 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 65 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 66 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 67 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 68 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 69 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 70 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 71 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 72 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 73 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 74 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 75 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 76 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 77 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 78 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 79 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 80 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 81 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 82 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 83 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 84 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 85 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 86 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 87 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 88 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 89 0; 0 0 0; 0 0 0; 0 0 0; -415510.2 2315.975 -7204333
159 90 0; -415510.2 2315.975 -7204333; 0 0 0; 0 0 0; -415460.5 2315.267 -7204420
159 91 0; -415460.5 2315.267 -7204420; 0 0 0; 0 0 0; -415460.5 2315.267 -7204420
159 92 0; -415460.5 2315.267 -7204420; 0 0 0; 0 0 0; -415410.6 2314.534 -7204507
159 93 0; -415410.6 2314.534 -7204507; 0 0 0; -415410.6 2314.534 -7204507; -415410.6 2314.534 -7204507
159 94 1; -415410.6 2314.534 -7204507; -415410.6 2314.534 -7204507; -415406.3 2311.594 -7204623; -415361.5 2311.911 -7204595
159 95 1; -415361.5 2311.911 -7204595; -415406.3 2311.594 -7204623; -415381.6 2310.526 -7204667; -415336.8 2310.843 -7204639
159 96 1; -415336.8 2310.843 -7204639; -415381.6 2310.526 -7204667; -415356.9 2309.09 -7204711; -415312.1 2309.775 -7204683
159 97 1; -415312.1 2309.775 -7204683; -415356.9 2309.09 -7204711; -415331.6 2309.229 -7204754; -415286.8 2309.913 -7204726
159 98 1; -415286.8 2309.913 -7204726; -415331.6 2309.229 -7204754; -415305.7 2310.356 -7204797; -415261.4 2310.052 -7204769
159 99 1; -415261.4 2310.052 -7204769; -415305.7 2310.356 -7204797; -415280.7 2309.851 -7204840; -415236.3 2309.547 -7204813
159 100 1; -415236.3 2309.547 -7204813; -415280.7 2309.851 -7204840; -415255.3 2309.764 -7204884; -415211.3 2309.042 -7204856
159 101 1; -415211.3 2309.042 -7204856; -415255.3 2309.764 -7204884; -415230.5 2308.898 -7204927; -415186.4 2308.176 -7204900
159 102 1; -415186.4 2308.176 -7204900; -415230.5 2308.898 -7204927; -415205.7 2307.71 -7204971; -415161.5 2307.31 -7204943
159 103 1; -415161.5 2307.31 -7204943; -415205.7 2307.71 -7204971; -415180.6 2307.216 -7205014; -415136.5 2306.816 -7204987
159 104 1; -415136.5 2306.816 -7204987; -415180.6 2307.216 -7205014; -415111.4 2306.322 -7205030; -415111.4 2306.322 -7205030
159 105 0; -415111.4 2306.322 -7205030; -415111.4 2306.322 -7205030; 0 0 0; -415111.4 2306.322 -7205030
159 106 0; -415111.4 2306.322 -7205030; 0 0 0; 0 0 0; -415060.9 2306.166 -7205117
159 107 0; -415060.9 2306.166 -7205117; 0 0 0; 0 0 0; 0 0 0
159 108 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 109 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 110 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 111 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 112 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 113 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 114 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 115 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 116 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 117 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 118 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 119 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 120 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 121 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 122 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 123 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 124 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 125 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 126 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 127 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 128 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 129 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 130 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 131 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 132 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 133 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 134 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 135 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 136 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 137 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 138 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 139 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 140 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 141 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 142 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 143 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 144 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 145 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 146 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 147 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 148 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 149 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 150 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 151 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 152 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 153 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 154 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 155 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 156 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 157 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 158 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 159 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 160 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 161 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 162 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 163 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
159 164 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 1 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 2 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 3 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 4 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 5 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 6 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 7 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 8 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 9 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 10 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 11 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 12 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 13 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 14 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 15 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 16 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 17 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 18 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 19 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 20 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 21 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 22 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 23 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 24 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 25 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 26 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 27 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 28 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 29 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 30 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 31 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 32 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 33 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 34 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 35 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 36 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 37 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 38 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 39 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 40 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 41 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 42 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 43 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 44 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 45 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 46 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 47 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 48 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 49 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 50 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 51 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 52 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 53 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 54 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 55 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 56 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 57 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 58 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 59 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 60 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 61 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 62 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 63 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 64 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 65 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 66 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 67 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 68 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 69 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 70 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 71 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 72 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 73 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 74 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 75 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 76 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 77 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 78 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 79 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 80 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 81 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 82 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 83 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 84 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 85 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
160 86 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
