165 165
0 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
67 140 1; -410551.1 2343.901 -7204301; -410589.8 2343.885 -7204327; -410565.8 2344.672 -7204370; -410527 2344.877 -7204344
67 141 1; -410527 2344.877 -7204344; -410565.8 2344.672 -7204370; -410540.6 2345.269 -7204413; -410501.7 2345.474 -7204387
67 142 1; -410501.7 2345.474 -7204387; -410540.6 2345.269 -7204413; -410514.6 2345.373 -7204455; -410476.4 2346.072 -7204429
67 143 1; -410476.4 2346.072 -7204429; -410514.6 2345.373 -7204455; -410487.7 2346.047 -7204496; -410449.6 2346.746 -7204471
67 144 1; -410449.6 2346.746 -7204471; -410487.7 2346.047 -7204496; -410459.3 2346.594 -7204537; -410422.7 2347.42 -7204512
67 145 1; -410422.7 2347.42 -7204512; -410459.3 2346.594 -7204537; -410430.9 2347.119 -7204577; -410394.3 2347.945 -7204553
67 146 1; -410394.3 2347.945 -7204553; -410430.9 2347.119 -7204577; -410401.7 2347.545 -7204617; -410366 2348.47 -7204594
67 147 1; -410366 2348.47 -7204594; -410401.7 2347.545 -7204617; -410372.9 2348.024 -7204658; -410337.2 2348.95 -7204634
67 148 1; -410337.2 2348.95 -7204634; -410372.9 2348.024 -7204658; -410344.3 2348.414 -7204698; -410308.4 2349.429 -7204674
67 149 1; -410308.4 2349.429 -7204674; -410344.3 2348.414 -7204698; -410315.6 2349.018 -7204738; -410279.8 2350.033 -7204715
67 150 1; -410279.8 2350.033 -7204715; -410315.6 2349.018 -7204738; -410287.8 2349.496 -7204779; -410251.2 2350.637 -7204755
67 151 1; -410251.2 2350.637 -7204755; -410287.8 2349.496 -7204779; -410259.6 2350.438 -7204819; -410222.9 2351.579 -7204796
67 152 1; -410222.9 2351.579 -7204796; -410259.6 2350.438 -7204819; -410232.3 2351.077 -7204860; -410194.7 2352.52 -7204836
67 153 1; -410194.7 2352.52 -7204836; -410232.3 2351.077 -7204860; -410204.3 2352.429 -7204901; -410166.7 2353.873 -7204877
67 154 1; -410166.7 2353.873 -7204877; -410204.3 2352.429 -7204901; -410177 2353.181 -7204942; -410138.6 2355.225 -7204918
67 155 1; -410138.6 2355.225 -7204918; -410177 2353.181 -7204942; -410148.8 2354.537 -7204983; -410110.4 2356.581 -7204959
67 156 1; -410110.4 2356.581 -7204959; -410148.8 2354.537 -7204983; -410121.2 2355.373 -7205024; -410082.2 2357.937 -7205000
67 157 1; -410082.2 2357.937 -7205000; -410121.2 2355.373 -7205024; -410092.4 2356.305 -7205064; -410053.3 2358.869 -7205041
67 158 1; -410053.3 2358.869 -7205041; -410092.4 2356.305 -7205064; -410024.5 2359.802 -7205081; -410024.5 2359.802 -7205081
67 159 0; -410024.5 2359.802 -7205081; -410024.5 2359.802 -7205081; 0 0 0; -410024.5 2359.802 -7205081
67 160 0; -410024.5 2359.802 -7205081; 0 0 0; 0 0 0; -409965.8 2361.064 -7205162
67 161 0; -409965.8 2361.064 -7205162; 0 0 0; 0 0 0; 0 0 0
67 162 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
67 163 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
67 164 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 1 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 2 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 3 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 4 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 5 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 6 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 7 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 8 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 9 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 10 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 11 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 12 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 13 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 14 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 15 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 16 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 17 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 18 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 19 0; 0 0 0; 0 0 0; -413718.8 2385.98 -7199147; -413645.5 2388.833 -7199105
68 20 1; -413645.5 2388.833 -7199105; -413718.8 2385.98 -7199147; -413660.6 2381.97 -7199230; -413587.3 2383.884 -7199188
68 21 1; -413587.3 2383.884 -7199188; -413660.6 2381.97 -7199230; -413630.9 2380.091 -7199272; -413587.3 2383.884 -7199188
68 22 1; -413587.3 2383.884 -7199188; -413630.9 2380.091 -7199272; -413601.3 2378.212 -7199313; -413565.2 2378.928 -7199292
68 23 1; -413565.2 2378.928 -7199292; -413601.3 2378.212 -7199313; -413571 2376.694 -7199354; -413536 2377.231 -7199334
68 24 1; -413536 2377.231 -7199334; -413571 2376.694 -7199354; -413540.8 2375.177 -7199395; -413505.8 2375.713 -7199375
68 25 1; -413505.8 2375.713 -7199375; -413540.8 2375.177 -7199395; -413509.4 2374.077 -7199436; -413476.2 2374.459 -7199417
68 26 1; -413476.2 2374.459 -7199417; -413509.4 2374.077 -7199436; -413478 2372.977 -7199477; -413444.8 2373.359 -7199457
68 27 1; -413444.8 2373.359 -7199457; -413478 2372.977 -7199477; -413444.5 2372.293 -7199516; -413413.7 2372.494 -7199498
68 28 1; -413413.7 2372.494 -7199498; -413444.5 2372.293 -7199516; -413411 2371.61 -7199556; -413380.2 2371.811 -7199538
68 29 1; -413380.2 2371.811 -7199538; -413411 2371.61 -7199556; -413375.4 2371.256 -7199594; -413343.8 2371.27 -7199576
68 30 1; -413343.8 2371.27 -7199576; -413375.4 2371.256 -7199594; -413339.8 2370.902 -7199633; -413308.3 2370.916 -7199614
68 31 1; -413308.3 2370.916 -7199614; -413339.8 2370.902 -7199633; -413305.8 2370.755 -7199672; -413261.2 2370.682 -7199646
68 32 1; -413261.2 2370.682 -7199646; -413305.8 2370.755 -7199672; -413271.8 2370.608 -7199711; -413182.5 2370.461 -7199660
68 33 1; -413182.5 2370.461 -7199660; -413271.8 2370.608 -7199711; -413242.6 2370.603 -7199753; -413182.5 2370.461 -7199660
68 34 1; -413182.5 2370.461 -7199660; -413242.6 2370.603 -7199753; -413213.3 2370.597 -7199796; -413130.9 2370.51 -7199748
68 35 1; -413130.9 2370.51 -7199748; -413213.3 2370.597 -7199796; -413186.3 2370.561 -7199839; -413130.9 2370.51 -7199748
68 36 1; -413130.9 2370.51 -7199748; -413186.3 2370.561 -7199839; -413159.2 2370.524 -7199882; -413079.5 2370.827 -7199836
68 37 1; -413079.5 2370.827 -7199836; -413159.2 2370.524 -7199882; -413132.8 2370.165 -7199926; -413079.5 2370.827 -7199836
68 38 1; -413079.5 2370.827 -7199836; -413132.8 2370.165 -7199926; -413106.3 2369.805 -7199969; -413028.2 2371.201 -7199925
68 39 1; -413028.2 2371.201 -7199925; -413106.3 2369.805 -7199969; -413080 2369.266 -7200013; -413028.2 2371.201 -7199925
68 40 1; -413028.2 2371.201 -7199925; -413080 2369.266 -7200013; -413053.6 2368.726 -7200056; -412977.2 2371.102 -7200013
68 41 1; -412977.2 2371.102 -7200013; -413053.6 2368.726 -7200056; -413027.1 2368.132 -7200100; -412977.2 2371.102 -7200013
68 42 1; -412977.2 2371.102 -7200013; -413027.1 2368.132 -7200100; -413000.7 2367.538 -7200143; -412925.8 2370.122 -7200101
68 43 1; -412925.8 2370.122 -7200101; -413000.7 2367.538 -7200143; -412973.9 2366.756 -7200186; -412925.8 2370.122 -7200101
68 44 1; -412925.8 2370.122 -7200101; -412973.9 2366.756 -7200186; -412947.1 2365.974 -7200229; -412873.9 2368.061 -7200188
68 45 1; -412873.9 2368.061 -7200188; -412947.1 2365.974 -7200229; -412919.8 2364.619 -7200272; -412873.9 2368.061 -7200188
68 46 1; -412873.9 2368.061 -7200188; -412919.8 2364.619 -7200272; -412892.6 2363.264 -7200314; -412821.5 2364.841 -7200274
68 47 1; -412821.5 2364.841 -7200274; -412892.6 2363.264 -7200314; -412864.1 2360.899 -7200356; -412821.5 2364.841 -7200274
68 48 1; -412821.5 2364.841 -7200274; -412864.1 2360.899 -7200356; -412835.7 2358.535 -7200398; -412768.5 2360.384 -7200360
68 49 1; -412768.5 2360.384 -7200360; -412835.7 2358.535 -7200398; -412804.9 2355.541 -7200438; -412768.5 2360.384 -7200360
68 50 1; -412768.5 2360.384 -7200360; -412804.9 2355.541 -7200438; -412774.1 2352.547 -7200478; -412714.5 2354.432 -7200445
68 51 1; -412714.5 2354.432 -7200445; -412774.1 2352.547 -7200478; -412737.3 2349.151 -7200515; -412714.5 2354.432 -7200445
68 52 1; -412714.5 2354.432 -7200445; -412737.3 2349.151 -7200515; -412700.6 2345.756 -7200552; -412659.6 2347.272 -7200528
68 53 1; -412659.6 2347.272 -7200528; -412700.6 2345.756 -7200552; -412651.9 2341.994 -7200581; -412659.6 2347.272 -7200528
68 54 1; -412659.6 2347.272 -7200528; -412651.9 2341.994 -7200581; -412603.3 2338.233 -7200611; -412603.8 2338.301 -7200610
68 55 1; -412603.8 2338.301 -7200610; -412603.3 2338.233 -7200611; -412590 2314.284 -7200598; -412590.4 2314.351 -7200597
68 56 1; -412590.4 2314.351 -7200597; -412590 2314.284 -7200598; -412534.4 2305.511 -7200679; -412515.8 2307.281 -7200668
68 57 1; -412515.8 2307.281 -7200668; -412534.4 2305.511 -7200679; -412534.4 2305.511 -7200679; -412479.1 2304.248 -7200704
68 58 1; -412479.1 2304.248 -7200704; -412534.4 2305.511 -7200679; -412478.3 2299.013 -7200761; -412451 2300.999 -7200745
68 59 1; -412451 2300.999 -7200745; -412478.3 2299.013 -7200761; -412478.3 2299.013 -7200761; -412419.3 2297.633 -7200784
68 60 1; -412419.3 2297.633 -7200784; -412478.3 2299.013 -7200761; -412421.6 2292.279 -7200843; -412390.9 2294.266 -7200825
68 61 1; -412390.9 2294.266 -7200825; -412421.6 2292.279 -7200843; -412421.6 2292.279 -7200843; -412360.7 2290.542 -7200864
68 62 1; -412360.7 2290.542 -7200864; -412421.6 2292.279 -7200843; -412364.6 2285.26 -7200923; -412332.2 2287.032 -7200905
68 63 1; -412332.2 2287.032 -7200905; -412364.6 2285.26 -7200923; -412364.6 2285.26 -7200923; -412302.4 2283.045 -7200944
68 64 1; -412302.4 2283.045 -7200944; -412364.6 2285.26 -7200923; -412305.3 2277.909 -7201003; -412272.8 2279.37 -7200984
68 65 1; -412272.8 2279.37 -7200984; -412305.3 2277.909 -7201003; -412305.3 2277.909 -7201003; -412243.5 2275.288 -7201024
68 66 1; -412243.5 2275.288 -7201024; -412305.3 2277.909 -7201003; -412245 2270.25 -7201081; -412213.3 2271.458 -7201063
68 67 1; -412213.3 2271.458 -7201063; -412245 2270.25 -7201081; -412245 2270.25 -7201081; -412185.7 2267.446 -7201104
68 68 1; -412185.7 2267.446 -7201104; -412245 2270.25 -7201081; -412183.9 2262.433 -7201158; -412155.1 2263.538 -7201142
68 69 1; -412155.1 2263.538 -7201142; -412183.9 2262.433 -7201158; -412183.9 2262.433 -7201158; -412132.4 2259.769 -7201187
68 70 1; -412132.4 2259.769 -7201187; -412183.9 2262.433 -7201158; -412121.2 2254.64 -7201235; -412101 2255.872 -7201225
68 71 1; -412101 2255.872 -7201225; -412121.2 2254.64 -7201235; -412121.2 2254.64 -7201235; -412088.2 2252.423 -7201278
68 72 1; -412088.2 2252.423 -7201278; -412121.2 2254.64 -7201235; -412060.5 2250.557 -7201313; -412055.3 2250.206 -7201320
68 73 1; -412055.3 2250.206 -7201320; -412060.5 2250.557 -7201313; -412078.1 2283.232 -7201330; -412073 2283.155 -7201337
68 74 1; -412073 2283.155 -7201337; -412078.1 2283.232 -7201330; -412062.4 2279.285 -7201442; -412014.3 2282.265 -7201417
68 75 1; -412014.3 2282.265 -7201417; -412062.4 2279.285 -7201442; -412043.2 2277.439 -7201489; -412014.3 2282.265 -7201417
68 76 1; -412014.3 2282.265 -7201417; -412043.2 2277.439 -7201489; -412024 2275.592 -7201536; -411954.1 2278.419 -7201496
68 77 1; -411954.1 2278.419 -7201496; -412024 2275.592 -7201536; -411999.3 2273.662 -7201579; -411954.1 2278.419 -7201496
68 78 1; -411954.1 2278.419 -7201496; -411999.3 2273.662 -7201579; -411974.6 2271.732 -7201623; -411895.9 2274.806 -7201575
68 79 1; -411895.9 2274.806 -7201575; -411974.6 2271.732 -7201623; -411948.2 2269.619 -7201664; -411895.9 2274.806 -7201575
68 80 1; -411895.9 2274.806 -7201575; -411948.2 2269.619 -7201664; -411921.8 2267.507 -7201706; -411839 2271.508 -7201655
68 81 1; -411839 2271.508 -7201655; -411921.8 2267.507 -7201706; -411895.5 2265.738 -7201749; -411839 2271.508 -7201655
68 82 1; -411839 2271.508 -7201655; -411895.5 2265.738 -7201749; -411869.2 2263.969 -7201791; -411783.9 2268.489 -7201737
68 83 1; -411783.9 2268.489 -7201737; -411869.2 2263.969 -7201791; -411843.6 2262.963 -7201833; -411783.9 2268.489 -7201737
68 84 1; -411783.9 2268.489 -7201737; -411843.6 2262.963 -7201833; -411818 2261.957 -7201876; -411731.4 2266.086 -7201821
68 85 1; -411731.4 2266.086 -7201821; -411818 2261.957 -7201876; -411793.1 2261.597 -7201919; -411731.4 2266.086 -7201821
68 86 1; -411731.4 2266.086 -7201821; -411793.1 2261.597 -7201919; -411768.2 2261.237 -7201963; -411680.4 2264.679 -7201907
68 87 1; -411680.4 2264.679 -7201907; -411768.2 2261.237 -7201963; -411743.8 2261.313 -7202007; -411680.4 2264.679 -7201907
68 88 1; -411680.4 2264.679 -7201907; -411743.8 2261.313 -7202007; -411719.4 2261.388 -7202050; -411631.5 2264.282 -7201994
68 89 1; -411631.5 2264.282 -7201994; -411719.4 2261.388 -7202050; -411695.3 2261.8 -7202095; -411631.5 2264.282 -7201994
68 90 1; -411631.5 2264.282 -7201994; -411695.3 2261.8 -7202095; -411671.2 2262.212 -7202139; -411582.8 2264.61 -7202082
68 91 1; -411582.8 2264.61 -7202082; -411671.2 2262.212 -7202139; -411647.2 2262.769 -7202183; -411582.8 2264.61 -7202082
68 92 1; -411582.8 2264.61 -7202082; -411647.2 2262.769 -7202183; -411623.1 2263.325 -7202227; -411534.3 2265.362 -7202171
68 93 1; -411534.3 2265.362 -7202171; -411623.1 2263.325 -7202227; -411599 2264.01 -7202272; -411534.3 2265.362 -7202171
68 94 1; -411534.3 2265.362 -7202171; -411599 2264.01 -7202272; -411574.8 2264.694 -7202316; -411485.6 2266.536 -7202260
68 95 1; -411485.6 2266.536 -7202260; -411574.8 2264.694 -7202316; -411550.7 2265.408 -7202361; -411485.6 2266.536 -7202260
68 96 1; -411485.6 2266.536 -7202260; -411550.7 2265.408 -7202361; -411526.5 2266.121 -7202405; -411437.3 2268.39 -7202349
68 97 1; -411437.3 2268.39 -7202349; -411526.5 2266.121 -7202405; -411502.5 2267.184 -7202449; -411437.3 2268.39 -7202349
68 98 1; -411437.3 2268.39 -7202349; -411502.5 2267.184 -7202449; -411478.5 2268.247 -7202494; -411390.1 2271.156 -7202438
68 99 1; -411390.1 2271.156 -7202438; -411478.5 2268.247 -7202494; -411454.9 2270.115 -7202538; -411390.1 2271.156 -7202438
68 100 1; -411390.1 2271.156 -7202438; -411454.9 2270.115 -7202538; -411431.3 2271.983 -7202583; -411345 2274.836 -7202529
68 101 1; -411345 2274.836 -7202529; -411431.3 2271.983 -7202583; -411407.9 2274.498 -7202628; -411345 2274.836 -7202529
68 102 1; -411345 2274.836 -7202529; -411407.9 2274.498 -7202628; -411384.4 2277.014 -7202673; -411302.7 2279.22 -7202621
68 103 1; -411302.7 2279.22 -7202621; -411384.4 2277.014 -7202673; -411359.4 2279.552 -7202717; -411302.7 2279.22 -7202621
68 104 1; -411302.7 2279.22 -7202621; -411359.4 2279.552 -7202717; -411334.3 2282.09 -7202761; -411262.5 2283.991 -7202713
68 105 1; -411262.5 2283.991 -7202713; -411334.3 2282.09 -7202761; -411303.3 2284.187 -7202803; -411262.5 2283.991 -7202713
68 106 1; -411262.5 2283.991 -7202713; -411303.3 2284.187 -7202803; -411272.1 2286.283 -7202844; -411225.8 2288.826 -7202808
68 107 1; -411225.8 2288.826 -7202808; -411272.1 2286.283 -7202844; -411228.3 2288.462 -7202880; -411225.8 2288.826 -7202808
68 108 1; -411225.8 2288.826 -7202808; -411228.3 2288.462 -7202880; -411184.5 2290.64 -7202916; -411190.5 2290.378 -7202899
68 109 1; -411190.5 2290.378 -7202899; -411184.5 2290.64 -7202916; -411168.5 2265.464 -7202903; -411174.2 2264.764 -7202886
68 110 1; -411174.2 2264.764 -7202886; -411168.5 2265.464 -7202903; -411136.2 2269.397 -7203000; -411121.2 2270.872 -7202984
68 111 1; -411121.2 2270.872 -7202984; -411136.2 2269.397 -7203000; -411136.2 2269.397 -7203000; -411098.9 2274.686 -7203030
68 112 1; -411098.9 2274.686 -7203030; -411136.2 2269.397 -7203000; -411111.7 2278.066 -7203099; -411086.7 2279.021 -7203079
68 113 1; -411086.7 2279.021 -7203079; -411111.7 2278.066 -7203099; -411111.7 2278.066 -7203099; -411070.9 2282.949 -7203127
68 114 1; -411070.9 2282.949 -7203127; -411111.7 2278.066 -7203099; -411090.3 2286.618 -7203199; -411060.3 2287.225 -7203177
68 115 1; -411060.3 2287.225 -7203177; -411090.3 2286.618 -7203199; -411090.3 2286.618 -7203199; -411046.9 2291.071 -7203225
68 116 1; -411046.9 2291.071 -7203225; -411090.3 2286.618 -7203199; -411071.4 2294.857 -7203298; -411037.4 2295.191 -7203274
68 117 1; -411037.4 2295.191 -7203274; -411071.4 2294.857 -7203298; -411071.4 2294.857 -7203298; -411023.4 2298.764 -7203322
68 118 1; -411023.4 2298.764 -7203322; -411071.4 2294.857 -7203298; -411055.8 2302.47 -7203396; -411015.6 2302.57 -7203372
68 119 1; -411015.6 2302.57 -7203372; -411055.8 2302.47 -7203396; -411055.8 2302.47 -7203396; -410997.2 2305.761 -7203418
68 120 1; -410997.2 2305.761 -7203418; -411055.8 2302.47 -7203396; -410997.5 2309.031 -7203486; -410968.1 2309.042 -7203463
68 121 1; -410968.1 2309.042 -7203463; -410997.5 2309.031 -7203486; -410978.5 2311.849 -7203532; -410947.7 2311.737 -7203509
68 122 1; -410947.7 2311.737 -7203509; -410978.5 2311.849 -7203532; -410959.5 2314.668 -7203579; -410928.7 2314.556 -7203556
68 123 1; -410928.7 2314.556 -7203556; -410959.5 2314.668 -7203579; -410944.8 2317.25 -7203626; -410915.8 2316.8 -7203603
68 124 1; -410915.8 2316.8 -7203603; -410944.8 2317.25 -7203626; -410930 2319.832 -7203674; -410901.1 2319.382 -7203651
68 125 1; -410901.1 2319.382 -7203651; -410930 2319.832 -7203674; -410914.2 2322.244 -7203721; -410882.7 2321.637 -7203697
68 126 1; -410882.7 2321.637 -7203697; -410914.2 2322.244 -7203721; -410898.3 2324.656 -7203768; -410866.8 2324.049 -7203744
68 127 1; -410866.8 2324.049 -7203744; -410898.3 2324.656 -7203768; -410877.3 2326.889 -7203813; -410848.2 2326.305 -7203790
68 128 1; -410848.2 2326.305 -7203790; -410877.3 2326.889 -7203813; -410856.3 2329.122 -7203859; -410827.2 2328.538 -7203836
68 129 1; -410827.2 2328.538 -7203836; -410856.3 2329.122 -7203859; -410833.2 2331.085 -7203904; -410806.2 2330.784 -7203881
68 130 1; -410806.2 2330.784 -7203881; -410833.2 2331.085 -7203904; -410809.9 2333.047 -7203949; -410783 2332.746 -7203926
68 131 1; -410783 2332.746 -7203926; -410809.9 2333.047 -7203949; -410794.3 2334.604 -7203995; -410760.9 2334.513 -7203971
68 132 1; -410760.9 2334.513 -7203971; -410794.3 2334.604 -7203995; -410778.6 2336.161 -7204041; -410745.2 2336.07 -7204017
68 133 1; -410745.2 2336.07 -7204017; -410778.6 2336.161 -7204041; -410758.2 2337.383 -7204087; -410722.6 2337.103 -7204062
68 134 1; -410722.6 2337.103 -7204062; -410758.2 2337.383 -7204087; -410737.8 2338.604 -7204132; -410702.2 2338.324 -7204107
68 135 1; -410702.2 2338.324 -7204107; -410737.8 2338.604 -7204132; -410717.2 2339.818 -7204177; -410679.6 2339.427 -7204151
68 136 1; -410679.6 2339.427 -7204151; -410717.2 2339.818 -7204177; -410696.6 2341.033 -7204222; -410659 2340.641 -7204196
68 137 1; -410659 2340.641 -7204196; -410696.6 2341.033 -7204222; -410674.6 2341.963 -7204266; -410635.9 2341.979 -7204240
68 138 1; -410635.9 2341.979 -7204240; -410674.6 2341.963 -7204266; -410652.7 2342.893 -7204310; -410614 2342.909 -7204284
68 139 1; -410614 2342.909 -7204284; -410652.7 2342.893 -7204310; -410628.7 2343.68 -7204353; -410589.8 2343.885 -7204327
68 140 1; -410589.8 2343.885 -7204327; -410628.7 2343.68 -7204353; -410604.7 2344.467 -7204396; -410565.8 2344.672 -7204370
68 141 1; -410565.8 2344.672 -7204370; -410604.7 2344.467 -7204396; -410578.7 2344.571 -7204438; -410540.6 2345.269 -7204413
68 142 1; -410540.6 2345.269 -7204413; -410578.7 2344.571 -7204438; -410552.7 2344.674 -7204480; -410514.6 2345.373 -7204455
68 143 1; -410514.6 2345.373 -7204455; -410552.7 2344.674 -7204480; -410524.3 2345.221 -7204520; -410487.7 2346.047 -7204496
68 144 1; -410487.7 2346.047 -7204496; -410524.3 2345.221 -7204520; -410495.8 2345.768 -7204561; -410459.3 2346.594 -7204537
68 145 1; -410459.3 2346.594 -7204537; -410495.8 2345.768 -7204561; -410466.6 2346.194 -7204601; -410430.9 2347.119 -7204577
68 146 1; -410430.9 2347.119 -7204577; -410466.6 2346.194 -7204601; -410437.3 2346.619 -7204641; -410401.7 2347.545 -7204617
68 147 1; -410401.7 2347.545 -7204617; -410437.3 2346.619 -7204641; -410408.7 2347.009 -7204681; -410372.9 2348.024 -7204658
68 148 1; -410372.9 2348.024 -7204658; -410408.7 2347.009 -7204681; -410380.1 2347.399 -7204721; -410344.3 2348.414 -7204698
68 149 1; -410344.3 2348.414 -7204698; -410380.1 2347.399 -7204721; -410352.3 2347.877 -7204762; -410315.6 2349.018 -7204738
68 150 1; -410315.6 2349.018 -7204738; -410352.3 2347.877 -7204762; -410324.5 2348.355 -7204802; -410287.8 2349.496 -7204779
68 151 1; -410287.8 2349.496 -7204779; -410324.5 2348.355 -7204802; -410297.2 2348.994 -7204843; -410259.6 2350.438 -7204819
68 152 1; -410259.6 2350.438 -7204819; -410297.2 2348.994 -7204843; -410269.9 2349.634 -7204884; -410232.3 2351.077 -7204860
68 153 1; -410232.3 2351.077 -7204860; -410269.9 2349.634 -7204884; -410242.7 2350.385 -7204925; -410204.3 2352.429 -7204901
68 154 1; -410204.3 2352.429 -7204901; -410242.7 2350.385 -7204925; -410215.4 2351.137 -7204965; -410177 2353.181 -7204942
68 155 1; -410177 2353.181 -7204942; -410215.4 2351.137 -7204965; -410187.9 2351.973 -7205006; -410148.8 2354.537 -7204983
68 156 1; -410148.8 2354.537 -7204983; -410187.9 2351.973 -7205006; -410160.3 2352.808 -7205047; -410121.2 2355.373 -7205024
68 157 1; -410121.2 2355.373 -7205024; -410160.3 2352.808 -7205047; -410132.2 2353.676 -7205088; -410092.4 2356.305 -7205064
68 158 1; -410092.4 2356.305 -7205064; -410132.2 2353.676 -7205088; -410104.1 2354.544 -7205129; -410024.5 2359.802 -7205081
68 159 0; -410024.5 2359.802 -7205081; -410104.1 2354.544 -7205129; 0 0 0; 0 0 0
68 160 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 161 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 162 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 163 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
68 164 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 1 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 2 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 3 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 4 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 5 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 6 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 7 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 8 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 9 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 10 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 11 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 12 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 13 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 14 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 15 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 16 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 17 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 18 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 19 0; 0 0 0; 0 0 0; -413718.8 2385.98 -7199147; -413718.8 2385.98 -7199147
69 20 1; -413718.8 2385.98 -7199147; -413718.8 2385.98 -7199147; -413697 2380.866 -7199251; -413660.6 2381.97 -7199230
69 21 1; -413660.6 2381.97 -7199230; -413697 2380.866 -7199251; -413667.3 2378.987 -7199293; -413630.9 2380.091 -7199272
69 22 1; -413630.9 2380.091 -7199272; -413667.3 2378.987 -7199293; -413637.2 2377.83 -7199334; -413601.3 2378.212 -7199313
69 23 1; -413601.3 2378.212 -7199313; -413637.2 2377.83 -7199334; -413606.9 2376.313 -7199375; -413571 2376.694 -7199354
69 24 1; -413571 2376.694 -7199354; -413606.9 2376.313 -7199375; -413575.8 2375 -7199416; -413540.8 2375.177 -7199395
69 25 1; -413540.8 2375.177 -7199395; -413575.8 2375 -7199416; -413544.4 2373.9 -7199457; -413509.4 2374.077 -7199436
69 26 1; -413509.4 2374.077 -7199436; -413544.4 2373.9 -7199457; -413512.3 2372.774 -7199497; -413478 2372.977 -7199477
69 27 1; -413478 2372.977 -7199477; -413512.3 2372.774 -7199497; -413478.8 2372.091 -7199536; -413444.5 2372.293 -7199516
69 28 1; -413444.5 2372.293 -7199516; -413478.8 2372.091 -7199536; -413445.7 2371.42 -7199576; -413411 2371.61 -7199556
69 29 1; -413411 2371.61 -7199556; -413445.7 2371.42 -7199576; -413410.1 2371.066 -7199615; -413375.4 2371.256 -7199594
69 30 1; -413375.4 2371.256 -7199594; -413410.1 2371.066 -7199615; -413377.5 2370.917 -7199655; -413339.8 2370.902 -7199633
69 31 1; -413339.8 2370.902 -7199633; -413377.5 2370.917 -7199655; -413343.5 2370.77 -7199694; -413305.8 2370.755 -7199672
69 32 1; -413305.8 2370.755 -7199672; -413343.5 2370.77 -7199694; -413313.2 2370.674 -7199735; -413271.8 2370.608 -7199711
69 33 1; -413271.8 2370.608 -7199711; -413313.2 2370.674 -7199735; -413283.9 2370.668 -7199777; -413242.6 2370.603 -7199753
69 34 1; -413242.6 2370.603 -7199753; -413283.9 2370.668 -7199777; -413254.6 2370.558 -7199819; -413213.3 2370.597 -7199796
69 35 1; -413213.3 2370.597 -7199796; -413254.6 2370.558 -7199819; -413227.6 2370.522 -7199863; -413186.3 2370.561 -7199839
